id,text,author
id18484,Adrian Idris and I were established in Windsor Castle; Lord Raymond and my sister inhabited a house which the former had built on the borders of the Great Park near Perdita's cottage as was still named the low roofed abode where we two poor even in hope had each received the assurance of our felicity.,MWS
id04790,You might have surmised I had some inside information when I dropped him and that's why I don't want to think where he's gone.,HPL
id03292,The heart had ceased to beat.,EAP
id01425,To say that we actually believed in vampires or werewolves would be a carelessly inclusive statement.,HPL
id06205,Nature was the same as when she was the kind mother of the human race; now childless and forlorn her fertility was a mockery; her loveliness a mask for deformity.,MWS
id13045,The reality of what I had been through was highly uncertain in my mind but I felt that something hideous lay in the background.,HPL
id22257,There was so much intelligence combined with innocence sensibility with forbearance and seriousness with perfect good humour a beauty so transcendant united to such endearing simplicity that she hung like a pearl in the shrine of our possessions a treasure of wonder and excellence.,MWS
id08691,But I could discover amidst all her repinings deep resentment towards Raymond and an unfading sense of injury that plucked from me my hope when I appeared nearest to its fulfilment.,MWS
id07129,Could we suppose an oversight in one or two or three this oversight would have been remedied by a fourth.,EAP
id04516,I dared not die but I might feign death and thus escape from my comforters: they will believe me united to my father and so indeed I shall be.,MWS
id17536,"It is certainly best not to compromise oneself by any concealment.""",MWS
id08316,It was partly human beyond a doubt with very man like hands and head and the goatish chinless face had the stamp of the Whateleys upon it.,HPL
id02014,And for seventeen years after that West would look frequently over his shoulder and complain of fancied footsteps behind him.,HPL
id21442,The rat it was there that is to say it was somewhere.,EAP
id04486,What L'Etoile says in respect to this abbreviation of the garter's being an usual occurrence shows nothing beyond its own pertinacity in error.,EAP
id10485,A gentleman with his wife and daughter engaged about dusk the services of six young men who were idly rowing a boat to and fro near the banks of the Seine to convey him across the river.,EAP
id13917,I did it for so long that life faded to a far memory and I became one with the moles and grubs of nighted depths.,HPL
id25120,The only alteration in the MS.,EAP
id18399,Its proprietor Roderick Usher had been one of my boon companions in boyhood; but many years had elapsed since our last meeting.,EAP
id27770,They tell also of a vague horror at my heart on account of that heart's unnatural stillness.,EAP
id00531,The rain had ceased; there was no more thunder and lightning; the wind had paused.,MWS
id04483,I saw the blurred outlines of the room but from some point in space there seemed to be pouring a seething column of unrecognisable shapes or clouds penetrating the solid roof at a point ahead and to the right of me.,HPL
id08149,Wealthy beyond the necessity of a commercial life and temperamentally unfitted for the formal studies and social recreations of my acquaintances I have dwelt ever in realms apart from the visible world; spending my youth and adolescence in ancient and little known books and in roaming the fields and groves of the region near my ancestral home.,HPL
id14198,"""The result was precisely what I had hoped it might be.",EAP
id09088,Deep sorrow must have been the inmate of our bosoms; fraud must have lain in wait for us; the artful must have deceived us; sickening doubt and false hope must have chequered our days; hilarity and joy that lap the soul in ecstasy must at times have possessed us.,MWS
id17057,Life is a hideous thing and from the background behind what we know of it peer daemoniacal hints of truth which make it sometimes a thousandfold more hideous.,HPL
id25498,One thing you must promise not to speak to any one but your uncle of the conversation you have just overheard.,MWS
id12642,Wal it's this it ain't what them fish devils hez done but what they're a goin' to do They're a bringin' things up aout o' whar they come from into the taown ben doin' it fer years an' slackenin' up lately.,HPL
id00720,But now at last he had not only found an accessible copy but had made it his own at a ludicrously low figure.,HPL
id21760,"Soon after when he was alone with me he said ""I have doubtless excited your curiosity as well as that of these good people; but you are too considerate to make inquiries.""",MWS
